data;estado;municipio;confirmados;obitos;populacao
44008;AL;São Miguel dos Milagres;92;2;7951
44008;CE;Jaguaretama;92;2;18162
44008;CE;Reriutaba;92;5;18491
44008;MT;Rosário Oeste;92;4;17151
44008;PE;Macaparana;92;3;25376
44008;PI;Valença do Piauí;92;2;20918
44008;SE;Frei Paulo;92;3;15421
44008;CE;Milhã;91;3;13155
44008;ES;Ibatiba;91;4;26082
44008;PE;São Vicente Ferrer;91;7;18018
44008;SP;Charqueada;91;3;17190
44008;SP;Jardinópolis;91;6;44380
44008;SP;Mococa;91;6;68885
44007;RN;Poço Branco;91;1;15413
44003;PB;Baraúna;91;0;4892
44008;ES;Brejetuba;90;0;12404
44008;MA;Junco do Maranhão;90;0;3432
44008;MA;Mirador;90;0;21015
44008;SC;Capivari de Baixo;90;0;24871
44008;SE;Santo Amaro das Brotas;90;3;12102
44008;SP;Piraju;90;4;29806
44007;TO;Formoso do Araguaia;90;1;18440
44007;TO;Itaguatins;90;1;5864
44003;PB;Capim;90;2;6523
44008;AL;Barra de São Miguel;89;3;8322
44008;AL;Japaratinga;89;1;8361
44008;BA;Jacobina;89;1;80518
44008;RJ;Porciúncula;89;2;18847
44008;RJ;São José de Ubá;89;0;7171
44008;SC;Canelinha;89;0;12240
44008;SP;Iguape;89;1;30857
44008;SP;São Miguel Arcanjo;89;5;32931
44008;MA;Satubinha;88;1;13914
44008;PA;Santa Cruz do Arari;88;5;10128
44008;PE;Cortês;88;9;12578
44008;PE;Jaqueira;88;3;11656
44008;RJ;Areal;88;1;12572
44008;RS;Santiago;88;0;49425
44008;SE;Porto da Folha;88;2;28596
44007;MS;Naviraí;88;1;54878
44007;PR;Umuarama;88;3;111557
44008;MA;Graça Aranha;87;1;6262
44008;MA;São João Batista;87;4;20665
44008;MA;Vila Nova dos Martírios;87;0;13392
44008;MG;Monte Alegre de Minas;87;3;21120
44008;PE;Cachoeirinha;87;5;20380
44008;RS;Nonoai;87;2;11695
44008;SC;Campos Novos;87;1;36244
44008;SC;Guaramirim;87;0;44819
44007;AC;Rodrigues Alves;87;4;18930
44007;PR;Telêmaco Borba;87;2;78974
44007;RN;Grossos;87;2;10383
44003;PB;Casserengue;87;0;7468
44003;PB;Juazeirinho;87;0;18171
44008;AL;Porto Real do Colégio;86;0;20066
44008;CE;Ipaporanga;86;0;11593
44008;MA;Magalhães de Almeida;86;1;19826
44008;PE;Belo Jardim;86;6;76439
44008;SP;Agudos;86;3;37214
44007;PR;Guarapuava;86;2;181504
44003;PB;São Sebastião de Lagoa de Roça;86;2;11661
44008;ES;São José do Calçado;85;0;10556
44008;MG;Itatiaiuçu;85;1;11146
44008;MT;Campos de Júlio;85;2;6891
44008;MT;Tapurah;85;0;13705
44008;PE;Fernando de Noronha;85;0;3061
44008;SE;Neópolis;85;6;18719
44008;SP;Capela do Alto;85;0;20706
44003;PB;Cuitegi;85;2;6803
44003;PB;Juarez Távora;85;0;7936
44008;AL;Novo Lino;84;2;12690
44008;BA;Santa Cruz Cabrália;84;1;27778
44008;CE;Paramoti;84;2;12226
44008;CE;São João do Jaguaribe;84;1;7645
44008;ES;Jerônimo Monteiro;84;1;12192
44008;PE;Ipubi;84;8;30854
44008;RJ;Miguel Pereira;84;6;25538
44007;RR;Iracema;84;1;11950
44008;GO;Maurilândia;83;1;14080
44008;PA;Piçarra;83;0;12981
44008;PI;Marcolândia;83;2;8492
44008;RS;Carazinho;83;0;62110
44008;SC;Corupá;83;0;15909
44008;SC;São João Batista;83;2;37424
44008;SP;Araçoiaba da Serra;83;2;34146
44008;SP;José Bonifácio;83;2;37015
44008;SP;Tanabi;83;3;25967
44007;RN;Canguaretama;83;9;34276
44008;ES;Jaguaré;82;4;30477
44008;ES;Rio Bananal;82;0;19141
44008;MA;Milagres do Maranhão;82;0;8464
44008;MG;Itajubá;82;3;96869
44008;MG;Patrocínio;82;3;90757
44008;PI;Pedro II;82;5;38742
44008;SP;Barrinha;82;5;32812
44008;SP;Jaci;82;2;7067
44008;SP;Pitangueiras;82;2;39719
44008;SP;Porto Ferreira;82;1;56150
44007;PR;Quatro Barras;82;4;23559
44006;RO;Alta Floresta D'Oeste;82;0;22945
44008;AL;Barra de Santo Antônio;81;5;15932
44008;BA;Ribeira do Pombal;81;1;53807
44008;MG;Camanducaia;81;2;21770
44008;MG;Carmópolis de Minas;81;1;19355
44008;MG;Igarapé;81;0;43045
44008;MG;Lavras;81;8;103773
44008;PI;Lagoa do Barro do Piauí;81;0;4655
44008;SC;Ipumirim;81;0;7593
44008;BA;Prado;80;1;28174
44008;CE;Independência;80;9;26178
44008;ES;Divino de São Lourenço;80;0;4304
44008;MA;Pedro do Rosário;80;1;25144
44008;MA;São João do Soter;80;1;18543
44008;MG;Aimorés;80;0;25167
44008;MG;Pirapora;80;1;56428
44008;PE;Barra de Guabiraba;80;2;14385
44008;SP;Guapiaçu;80;7;21454
44008;SP;Guararapes;80;1;32939
44008;SP;São Manuel;80;4;40954
44008;SP;Terra Roxa;80;2;9370
44008;AL;Paripueira;79;6;13176
44008;CE;Alto Santo;79;4;17146
44008;GO;Hidrolândia;79;2;21706
44008;RS;Formigueiro;79;0;6664
44008;RS;Santa Rosa;79;2;73254
44008;SP;Piratininga;79;3;13636
44003;PB;Jacaraú;79;2;14431
44008;BA;Cruz das Almas;78;1;63239
44008;BA;João Dourado;78;1;25188
44008;BA;Umburanas;78;0;19222
44008;CE;Pacujá;78;1;6533
44008;CE;Pedra Branca;78;6;43258
44008;MA;Lago do Junco;78;0;10840
44008;MG;Conceição do Mato Dentro;78;0;17842
44008;MG;Itaúna;78;0;93214
44008;PE;Rio Formoso;78;13;23535
44008;SP;Capão Bonito;78;7;47138
44008;SP;Ibaté;78;0;35104
44007;RN;São Paulo do Potengi;78;6;17579
44007;RN;Tibau do Sul;78;0;14180
44003;PB;Boqueirão;78;1;17804
44008;ES;Muniz Freire;77;3;17465
44008;MA;Mirinzal;77;6;14962
44008;MG;Cataguases;77;2;75123
44008;MG;Guaxupé;77;2;51917
44008;PE;Itaquitinga;77;8;16955
44008;PI;Morro do Chapéu do Piauí;77;0;6796
44008;PI;Nossa Senhora dos Remédios;77;2;8692
44008;SE;Pacatuba;77;2;14428
44008;SP;Brodowski;77;2;24939
44008;SP;Itajobi;77;3;15262
44008;CE;Santana do Cariri;76;5;17700
44008;ES;Santa Leopoldina;76;2;12224
44008;ES;Vila Valério;76;2;14080
44008;MA;Itaipava do Grajaú;76;0;16057
44008;MA;Porto Rico do Maranhão;76;0;5975
44008;MG;Carmo do Cajuru;76;3;22478
44008;MG;Nova Serrana;76;2;102693
44008;MG;Rio Piracicaba;76;0;14339
44008;PA;Bom Jesus do Tocantins;76;0;16981
44008;PI;Madeiro;76;1;8310
44008;RS;Veranópolis;76;0;26241
44008;SC;Pomerode;76;0;33447
44008;SE;Carmópolis;76;3;16634
44008;SP;Cajati;76;2;28549
44008;SP;Santa Cruz das Palmeiras;76;1;34361
44008;AM;Careiro da Várzea;75;4;30225
44008;BA;Capim Grosso;75;3;30662
44008;PE;Panelas;75;4;26474
44008;RJ;Aperibé;75;1;11759
44008;RS;Bom Retiro do Sul;75;1;12328
44007;RN;Importados/Indefinidos;75;7;
44007;RN;Jucurutu;75;2;18295
44003;PB;Salgado de São Félix;75;0;12140
44008;BA;Conceição da Feira;74;1;22581
44008;GO;Pires do Rio;74;2;31458
44008;MG;Ituiutaba;74;2;104671
44008;PI;Fronteiras;74;0;11625
44008;RS;Flores da Cunha;74;1;30745
44008;SP;Igaraçu do Tietê;74;2;24674
44007;RN;Itajá;74;1;7548
44007;TO;Buriti do Tocantins;74;0;11348
44008;AM;Canutama;73;0;15629
44008;BA;Guanambi;73;0;84481
44008;ES;Vargem Alta;73;1;21402
44008;MA;Brejo de Areia;73;0;9188
44008;MA;São João dos Patos;73;3;25929
44008;MA;São Vicente Ferrer;73;1;22247
44008;MG;São Lourenço;73;1;45851
44008;MT;Poconé;73;5;32843
44008;PE;Maraial;73;4;11345
44008;SP;Bady Bassitt;73;5;17502
44008;SP;Itapeva;73;2;94354
44003;PB;Mataraca;73;2;8434
44008;BA;Casa Nova;72;3;71969
44008;ES;São Domingos do Norte;72;6;8638
44008;GO;Bela Vista de Goiás;72;2;29975
44008;MA;Gonçalves Dias;72;1;17934
44008;MA;Lagoa Grande do Maranhão;72;0;11394
44008;MA;Presidente Médici;72;0;7015
44008;MG;Belo Oriente;72;4;26700
44008;MG;Esmeraldas;72;0;70552
44008;PI;Cajueiro da Praia;72;2;7642
44008;RS;Uruguaiana;72;0;126970
44008;SC;Sombrio;72;3;30374
44008;SE;Rosário do Catete;72;1;10855
44008;SP;Jaboticabal;72;6;77263
44008;BA;Aurelino Leal;71;0;11531
44008;BA;Cândido Sales;71;2;25189
44008;BA;Ruy Barbosa;71;1;30814
44008;BA;Ubatã;71;1;27035
44008;GO;Itaberaí;71;2;42900
44008;MA;Cedral;71;0;10675
44008;MA;Matões;71;1;33782
44008;MG;Serra do Salitre;71;0;11582
44008;PA;Colares;71;8;12085
44008;SC;Forquilhinha;71;1;26793
44008;SC;Lindóia do Sul;71;0;4563
44008;SP;Bebedouro;71;6;77496
44008;SP;Valparaíso;71;4;26480
44007;MS;Bonito;71;0;21976
44007;PR;Assis Chateaubriand;71;2;33362
44008;AL;Feira Grande;70;1;22166
44008;BA;Campo Formoso;70;0;71206
44008;MA;Passagem Franca;70;0;19019
44008;MG;Jacutinga;70;2;25979
44008;SC;Guatambú;70;0;4704
44008;SE;Aquidabã;70;4;21563
44008;SE;Poço Redondo;70;3;34775
44008;SP;Biritiba-Mirim;70;7;32598
44008;SP;Itariri;70;3;17436
44008;AL;Branquinha;69;1;10494
44008;BA;Medeiros Neto;69;1;22688
44008;CE;Fortim;69;0;16480
44008;MA;São Raimundo do Doca Bezerra;69;1;5237
44008;MT;Vila Rica;69;2;26037
44008;RJ;Arraial do Cabo;69;4;30349
44008;RS;Torres;69;1;38732
44008;SC;Caçador;69;4;78595
44008;SP;Aguaí;69;4;36305
44008;SP;Rio das Pedras;69;3;35228
44007;MS;Vicentina;69;2;6102
44007;RR;São Luiz;69;0;7986
44008;BA;Jaguaquara;68;0;54423
44008;CE;Araripe;68;0;21600
44008;CE;Quiterianópolis;68;2;21084
44008;MG;Congonhas;68;1;54762
44008;MG;Rio Paranaíba;68;0;12313
44008;MG;Vespasiano;68;2;127601
44008;PE;Frei Miguelinho;68;4;15457
44008;PE;Riacho das Almas;68;0;20546
44008;PE;São José do Egito;68;1;33951
44008;PI;Ilha Grande;68;1;9426
44008;PI;Lagoa do Piauí;68;1;4064
44006;RO;Cujubim;68;1;25215
44003;PB;Soledade;68;0;14989
44008;AL;Traipu;67;0;27715
44008;BA;Vera Cruz;67;3;43223
44008;PE;Caetés;67;3;28739
44008;SP;Nova Europa;67;0;11186
44007;PR;Rolândia;67;8;66580
44003;PB;Aroeiras;67;0;19153
44008;BA;Amélia Rodrigues;66;0;25102
44008;BA;Irecê;66;1;72967
44008;BA;Maragogipe;66;2;44677
44008;GO;Caçu;66;3;16009
44008;MG;Frutal;66;2;59496
44008;MT;Água Boa;66;2;25721
44008;PA;Santa Maria das Barreiras;66;2;21449
44008;PA;São Francisco do Pará;66;3;15882
44008;PE;Afogados da Ingazeira;66;2;37259
44008;PE;Itaíba;66;3;26349
44008;PI;Joaquim Pires;66;0;14354
44008;SC;Maravilha;66;0;25762
44008;SP;Cruzeiro;66;2;82238
44008;SP;Dracena;66;4;46793
44008;SP;Engenheiro Coelho;66;2;20773
44008;SP;Ipuã;66;1;16409
44007;PR;Clevelândia;66;4;16559
44003;PB;São Miguel de Taipu;66;1;7368
44008;AL;Igreja Nova;65;2;24499
44008;MA;Santana do Maranhão;65;1;13386
44008;PA;São Domingos do Capim;65;3;31989
44008;PE;Ouricuri;65;3;69459
44008;RS;Sarandi;65;1;24489
44008;RS;Trindade do Sul;65;2;5802
44008;SE;Boquim;65;6;26816
44008;SE;Poço Verde;65;3;23728
44007;PR;São Miguel do Iguaçu;65;0;27452
44008;BA;Wenceslau Guimarães;64;2;21101
44008;ES;São Roque do Canaã;64;3;12415
44008;MA;Afonso Cunha;64;0;6524
44008;MG;Espera Feliz;64;0;24951
44008;MG;Monte Sião;64;1;23803
44008;PA;Abel Figueiredo;64;1;7434
44008;PE;Afrânio;64;1;19635
44008;SC;São Francisco do Sul;64;3;52721
44008;SC;Timbó;64;0;44238
44008;SE;Riachão do Dantas;64;3;19805
44008;SP;Bariri;64;1;35264
44008;SP;Laranjal Paulista;64;2;28516
44008;SP;Monte Alto;64;1;50498
44008;AL;Porto de Pedras;63;1;7786
44008;BA;Curaçá;63;0;34700
44008;BA;Entre Rios;63;0;41780
44008;BA;Itaparica;63;3;22228
44008;MA;Aldeias Altas;63;0;26532
44008;MA;Alto Parnaíba;63;0;11190
44008;MA;São Luís Gonzaga do Maranhão;63;1;18856
44008;MG;Buenópolis;63;0;10365
44008;MG;Iturama;63;0;39263
44008;MG;Santa Juliana;63;1;14003
44008;PA;Água Azul do Norte;63;0;27430
44008;PE;Joaquim Nabuco;63;8;16023
44008;PE;Lagoa do Carro;63;6;18071
44008;SP;Artur Nogueira;63;2;54408
44007;PR;Santa Terezinha de Itaipu;63;0;23465
44003;PB;Bananeiras;63;0;21318
44008;BA;Ipirá;62;2;59595
44008;GO;Caldas Novas;62;3;91162
44008;GO;Ceres;62;1;22191
44008;MG;Nanuque;62;2;40750
44008;MG;Pará de Minas;62;0;93969
44008;MT;Aripuanã;62;2;22354
44008;MT;Canarana;62;2;21579
44008;PE;Camocim de São Félix;62;2;18765
44008;AL;Igaci;61;0;25631
44008;BA;Jaguarari;61;0;33570
44008;CE;Potengi;61;0;11045
44008;CE;Senador Pompeu;61;1;25496
44008;GO;Anicuns;61;0;21850
44008;MA;Cachoeira Grande;61;3;9431
44008;MG;Lagoa Santa;61;0;64527
44008;MT;Juína;61;4;40997
44008;PA;Peixe-Boi;61;2;8077
44008;PE;Primavera;61;6;14966
44008;RJ;Carmo;61;2;18895
44008;RS;Bom Princípio;61;0;14055
44008;RS;São Sebastião do Caí;61;1;25685
44007;PR;Morretes;61;0;16406
44007;RN;Vera Cruz;61;4;12481
44006;RO;Machadinho D'Oeste;61;1;39991
44003;PB;Arara;61;0;13470
44008;BA;Coaraci;60;3;16993
44008;BA;Itapicuru;60;0;35576
44008;GO;Uruaçu;60;0;40532
44008;MG;Itaobim;60;0;21062
44008;PE;Tacaimbó;60;1;12874
44008;SP;Mendonça;60;2;5490
44008;SP;Mirandópolis;60;5;29564
44007;RN;Pureza;60;1;9621
44007;TO;Cariri do Tocantins;60;1;4382
44007;TO;Wanderlândia;60;2;11683
44003;PB;Picuí;60;0;18703
44003;PB;Sobrado;60;1;7783
44008;BA;São José da Vitória;59;1;5657
44008;GO;Goiatuba;59;4;34095
44008;MA;Formosa da Serra Negra;59;1;19089
44008;MG;Ipaba;59;1;18607
44008;MG;Pedro Leopoldo;59;0;64258
44008;MG;Sarzedo;59;2;32752
44008;PE;Camutanga;59;3;8551
44008;SC;Nova Veneza;59;0;15166
44008;SE;Canindé de São Francisco;59;2;29900
44007;PR;Santa Helena;59;1;26490
44007;TO;Palmeiras do Tocantins;59;1;6658
44003;PB;Cuité;59;1;20338
44008;BA;Muritiba;58;1;29399
44008;MG;Bom Despacho;58;1;50605
44008;MG;Carmo do Paranaíba;58;0;30329
44008;MG;São Gotardo;58;0;35469
44008;PI;Monsenhor Gil;58;2;10564
44008;RS;Estância Velha;58;0;50022
44008;SC;Irani;58;1;10419
44008;SC;Orleans;58;0;22912
44008;SC;Videira;58;0;53065
44008;SE;Salgado;58;4;19998
44008;SP;Batatais;58;1;62508
44008;SP;Torrinha;58;3;10010
44008;SP;Valentim Gentil;58;0;13326
44007;PR;Arapoti;58;0;28115
44007;RN;Serra do Mel;58;2;11938
44003;PB;Monteiro;58;1;33222
44003;PB;São José dos Ramos;58;0;5957
44008;AL;Roteiro;57;1;6664
44008;CE;Ererê;57;4;7198
44008;ES;Atilio Vivacqua;57;2;11936
44008;MG;São Joaquim de Bicas;57;6;31578
44008;MT;Marcelândia;57;0;10499
44008;RJ;Mendes;57;2;18614
44008;RS;Camaquã;57;4;66261
44008;RS;Triunfo;57;1;29538
44008;SC;Araquari;57;1;38129
44008;SP;Cravinhos;57;6;35292
44008;SP;Pradópolis;57;5;21496
44008;SP;São José do Rio Pardo;57;4;54946
44007;PR;Tapejara;57;1;16205
44003;PB;Condado;57;0;6654
44008;AL;Campo Grande;56;1;9558
44008;AL;Ouro Branco;56;2;11496
44008;BA;Belmonte;56;1;23328
44008;BA;Ibirapitanga;56;1;23375
44008;BA;Ubaitaba;56;2;19056
44008;MA;Parnarama;56;1;34907
44008;MA;São Roberto;56;0;6719
44008;MG;Eugenópolis;56;1;11275
44008;MG;Ponte Nova;56;1;59742
44008;MG;Santos Dumont;56;1;46487
44008;MG;São Sebastião do Oeste;56;0;6775
44008;PA;Floresta do Araguaia;56;0;20304
44008;PE;Araçoiaba;56;8;20524
44008;RS;Barão de Cotegipe;56;1;6623
44008;SP;Araçariguama;56;2;22364
44008;SP;Potirendaba;56;2;17361
44008;SP;Tietê;56;1;42076
44007;PR;Carambeí;56;2;23415
44008;MG;Viçosa;55;0;78846
44008;PE;Canhotinho;55;3;24804
44008;PE;Orobó;55;2;23884
44008;PI;Elesbão Veloso;55;3;14602
44008;SC;Governador Celso Ramos;55;0;14471
44008;SP;Andradina;55;4;57157
44008;SP;Juquiá;55;0;18812
44007;PR;Sarandi;55;1;96688
44007;PR;Tuneiras do Oeste;55;0;8566
44003;PB;Brejo do Cruz;55;1;14122
44008;BA;Buerarema;54;5;18349
44008;BA;Encruzilhada;54;0;17006
44008;BA;Ibirapuã;54;1;8637
44008;ES;Conceição da Barra;54;3;31063
44008;MG;Alpercata;54;0;7424
44008;MG;Barra Longa;54;0;5131
44008;MG;Boa Esperança;54;5;40127
44008;MG;São José da Safira;54;0;4268
44008;MT;Poxoréu;54;0;16219
44008;PA;Sapucaia;54;2;5930
44008;RS;Ibirubá;54;2;20350
44008;RS;Nova Bassano;54;0;9916
44007;RN;Arês;54;0;14306
44007;RN;São Tomé;54;2;11055
44007;RR;Normandia;54;4;11290
44003;PB;Paulista;54;1;12347
44003;PB;Pirpirituba;54;0;10579
44008;BA;Bom Jesus da Lapa;53;0;69148
44008;BA;Itapetinga;53;5;76147
44008;BA;Presidente Tancredo Neves;53;0;27719
44008;CE;Cedro;53;4;25557
44008;CE;Martinópole;53;2;11233
44008;MG;Alto Rio Doce;53;1;11000
44008;MG;Ouro Branco;53;0;39500
44008;RJ;Engenheiro Paulo de Frontin;53;2;14002
44008;RS;Sapiranga;53;1;81734
44008;SC;Barra Velha;53;0;29168
44008;SE;Ribeirópolis;53;2;18652
44008;SP;Piracaia;53;2;27303
44008;SP;Santa Fé do Sul;53;0;32322
44008;SP;São Lourenço da Serra;53;3;15825
44007;PR;São Tomé;53;0;5722
44008;BA;Castro Alves;52;1;26264
44008;BA;Terra Nova;52;1;13033
44008;CE;Salitre;52;1;16554
44008;CE;Umari;52;0;7733
44008;GO;Niquelândia;52;0;46388
44008;MG;Nova Ponte;52;1;15545
44008;MG;Pompéu;52;0;31812
44008;MT;Mirassol d'Oeste;52;1;27739
44008;RS;Capão da Canoa;52;3;53049
44008;RS;Tramandaí;52;3;51715
44008;SP;Presidente Venceslau;52;8;39516
44008;SP;Urânia;52;5;9114
44003;PB;Gado Bravo;52;1;8316
44008;AL;Ibateguara;51;5;15616
44008;BA;Itagibá;51;2;14579
44008;BA;Milagres;51;1;10950
44008;MA;Nina Rodrigues;51;1;14454
44008;MG;Capinópolis;51;0;16173
44008;MG;Conceição das Alagoas;51;0;27893
44008;PE;Buíque;51;1;58378
44008;RJ;Cambuci;51;1;15505
44008;RS;Eldorado do Sul;51;1;41285
44008;RS;Poço das Antas;51;0;2098
44008;RS;Portão;51;1;37079
44008;SC;Balneário Arroio do Silva;51;1;13071
44008;SP;Cerquilho;51;6;48949
44007;AC;Porto Walter;51;0;11982
44007;PR;Quitandinha;51;1;19049
44007;RN;Felipe Guerra;51;1;5985
44006;RO;Mirante da Serra;51;2;10947
44006;RO;Monte Negro;51;1;15852
44003;PB;Mogeiro;51;1;13284
44008;AL;Tanque d'Arca;50;1;6162
44008;CE;Jucás;50;2;24833
44008;ES;Bom Jesus do Norte;50;0;9936
44008;MG;Bocaiúva;50;1;49979
44008;MG;Corinto;50;0;23731
44008;MG;Três Pontas;50;1;56746
44008;PA;Inhangapi;50;4;11711
44008;PE;Cumaru;50;1;10906
44008;PI;Inhuma;50;1;15308
44008;SE;Siriri;50;0;8893
44008;SP;Santa Branca;50;2;14788
44006;RO;Alto Paraíso;50;3;21428
44008;BA;Itapebi;49;0;10259
44008;CE;Lavras da Mangabeira;49;2;31508
44008;ES;Águia Branca;49;2;9642
44008;ES;Conceição do Castelo;49;2;12723
44008;GO;Crixás;49;0;16949
44008;MA;Centro do Guilherme;49;1;13458
44008;MA;Godofredo Viana;49;2;11819
44008;MG;Cambuí;49;1;29551
44008;MG;Padre Paraíso;49;0;20154
44008;MT;Nova Ubiratã;49;0;11982
44008;PE;Carnaíba;49;6;19551
44008;PE;Machados;49;3;16088
44008;PE;Sanharó;49;5;26462
44008;RJ;Bom Jardim;49;2;27446
44008;SC;Faxinal dos Guedes;49;0;10667
44008;SC;Rio Negrinho;49;0;42302
44008;SP;Taquaritinga;49;0;57177
44007;AC;Manoel Urbano;49;0;9459
44007;MS;Jardim;49;0;26097
44007;PR;Mandirituba;49;0;26869
44007;PR;Matelândia;49;0;17943
44007;RN;Lajes Pintadas;49;1;4759
44007;TO;Goiatins;49;3;13019
44008;AL;Santana do Mundaú;48;2;10740
44008;BA;Filadélfia;48;1;16377
44008;BA;Ibirataia;48;2;15312
44008;BA;Itabela;48;1;30584
44008;BA;Pilão Arcado;48;0;35048
44008;ES;Laranja da Terra;48;0;10947
44008;GO;Palmeiras de Goiás;48;2;28858
44008;MG;Itamonte;48;0;15579
44008;MG;Matozinhos;48;0;37820
44008;MG;Tombos;48;0;8022
44008;PE;Correntes;48;2;18207
44008;PE;Triunfo;48;3;15254
44008;RS;Bom Jesus;48;0;11349
44008;SC;Herval d'Oeste;48;0;22606
44008;SC;Taió;48;1;18395
44008;SP;Guareí;48;0;18520
44007;PR;Jaguariaíva;48;1;34857
44007;RN;Ipanguaçu;48;9;15491
44003;PB;Boa Vista;48;0;7051
44008;AL;Coité do Nóia;47;0;10693
44008;AL;Palestina;47;1;5011
44008;BA;São Gonçalo dos Campos;47;1;37550
44008;RJ;Paty do Alferes;47;4;27769
44008;SE;Indiaroba;47;4;17957
44008;SP;Adamantina;47;4;35068
44007;PR;Guaraniaçu;47;0;12472
44007;RN;Rio do Fogo;47;1;10848
44007;TO;Axixá do Tocantins;47;2;9756
44003;PB;Teixeira;47;1;15161
44008;BA;Itaeté;46;0;16056
44008;BA;Mairi;46;0;18676
44008;BA;Riachão do Jacuípe;46;2;33436
44008;BA;Santaluz;46;1;37348
44008;GO;Montividiu;46;0;13396
44008;GO;São Luís de Montes Belos;46;1;33817
44008;MG;Almenara;46;0;41896
44008;MG;Lima Duarte;46;2;16698
44008;MG;Mar de Espanha;46;6;12814
44008;MG;Piranga;46;4;17626
44008;PE;Vertentes;46;1;20731
44008;RJ;Comendador Levy Gasparian;46;0;8561
44008;RS;Paverama;46;3;8487
44008;RS;São Sepé;46;2;23621
44008;RS;Três Cachoeiras;46;1;11053
44008;SC;Ilhota;46;1;14184
44008;SP;Colina;46;6;18468
44008;SP;Igarapava;46;2;30432
44008;SP;Nazaré Paulista;46;2;18524
44008;SP;Paraguaçu Paulista;46;1;45703
44008;SP;Pilar do Sul;46;2;29185
44008;SP;Vista Alegre do Alto;46;2;8810
44007;RN;Bom Jesus;46;2;10210
44006;RO;Espigão D'Oeste;46;2;32374
44008;BA;Cachoeira;45;0;33470
44008;BA;Nova Soure;45;0;26947
44008;BA;Queimadas;45;0;25439
44008;BA;Riachão das Neves;45;0;22339
44008;BA;Teolândia;45;0;14943
44008;GO;Porangatu;45;1;45394
44008;MA;Bernardo do Mearim;45;2;6043
44008;MG;Caeté;45;0;44718
44008;MG;Mário Campos;45;1;15416
44008;MG;Tupaciguara;45;0;25327
44008;PE;Floresta;45;3;32873
44008;PI;Baixa Grande do Ribeiro;45;2;11586
44008;SC;Joaçaba;45;0;30118
44008;SE;Divina Pastora;45;0;5138
44008;SP;Alumínio;45;2;18628
44008;SP;Bofete;45;3;11730
44008;SP;Santa Gertrudes;45;3;26898
44007;PR;Vera Cruz do Oeste;45;1;8521
44007;RN;Ielmo Marinho;45;2;13766
44007;RN;São José do Campestre;45;3;12856
44008;BA;Rafael Jambeiro;44;0;22621
44008;CE;Mulungu;44;3;10823
44008;CE;Novo Oriente;44;4;28607
44008;MA;Axixá;44;2;12130
44008;MA;Dom Pedro;44;0;23350
44008;MG;Campos Gerais;44;0;28774
44008;MG;Passos;44;2;114679
44008;MT;Chapada dos Guimarães;44;4;19752
44008;MT;Feliz Natal;44;1;14192
44008;RS;Ivoti;44;1;24293
44008;RS;São Borja;44;2;60282
44008;RS;São Marcos;44;0;21556
44008;RS;Três Palmeiras;44;0;4271
44008;SC;Içara;44;0;56421
44008;SC;Itá;44;0;6169
44008;SP;Angatuba;44;2;25228
44008;SP;Bocaina;44;2;12329
44008;SP;Importados/Indefinidos;44;0;
44008;SP;Iperó;44;0;37133
44007;MS;Mundo Novo;44;0;18366
44007;PR;Andirá;44;1;20031
44007;PR;Ibema;44;3;6352
44003;PB;Caldas Brandão;44;2;6014
44003;PB;São José do Bonfim;44;1;3557
44008;BA;Floresta Azul;43;0;10629
44008;BA;Piripá;43;0;10707
44008;BA;São Desidério;43;0;33742
44008;MA;Santo Amaro do Maranhão;43;0;15846
44008;PE;Petrolândia;43;2;36548
44008;RJ;Porto Real;43;1;19683
44008;SC;Curitibanos;43;1;39745
44008;SE;Carira;43;4;22082
44008;SE;Ilha das Flores;43;1;8520
44008;SP;Itatinga;43;1;20697
44008;SP;Tapiraí;43;0;7807
44008;SP;Tupã;43;2;65524
44007;PR;Ibiporã;43;1;54558
44007;RN;Brejinho;43;0;12699
44007;TO;Esperantina;43;0;10996
44008;CE;Iracema;42;1;14297
44008;CE;Palhano;42;1;9386
44008;MG;Joaíma;42;0;15432
44008;MG;Poté;42;2;16555
44008;RJ;Varre-Sai;42;0;11000
44008;RS;Alegrete;42;5;73589
44008;RS;Soledade;42;1;31002
44008;SE;Cedro de São João;42;0;5897
44008;SP;Espírito Santo do Pinhal;42;1;44330
44008;SP;General Salgado;42;0;10869
44008;SP;Tupi Paulista;42;0;15495
44007;PR;Tijucas do Sul;42;0;16868
44007;RN;Serra Negra do Norte;42;2;8078
44003;PB;Barra de Santana;42;0;8359
44003;PB;Tacima;42;1;10911
44008;BA;Alcobaça;41;0;22470
44008;BA;Cairu;41;1;18176
44008;BA;Retirolândia;41;0;14396
44008;CE;Catarina;41;1;20698
44008;CE;Guaramiranga;41;0;5193
44008;MG;Itapeva;41;3;9783
44008;MG;Pocrane;41;0;8432
44008;MG;União de Minas;41;0;4304
44008;MG;Várzea da Palma;41;0;39493
44008;PA;Bannach;41;3;3286
44008;PE;Ibimirim;41;7;29235
44008;PI;Barro Duro;41;1;7032
44008;PI;Queimada Nova;41;0;8992
44008;RS;Não-Me-Toque;41;1;17624
44008;RS;Planalto;41;1;10084
44008;RS;Westfália;41;0;3014
44008;SP;Monte Aprazível;41;1;25087
44008;SP;Pardinho;41;1;6435
44008;SP;Santo Antônio do Aracanguá;41;2;8420
44008;SP;Vargem Grande do Sul;41;0;42845
44007;MS;Costa Rica;41;0;20823
