data;estado;municipio;confirmados;obitos;populacao
44006;RO;Rolim de Moura;259;2;55058
44008;MA;Cururupu;258;5;32695
44008;MA;Governador Newton Bello;258;3;10180
44008;PA;Pacajá;257;7;47706
44008;PE;Feira Nova;257;11;22131
44008;SP;Macatuba;257;1;17163
44008;PE;Pesqueira;256;6;67395
44008;SE;Itabaianinha;256;5;41928
44008;CE;Jijoca de Jericoacoara;255;5;19816
44008;RS;Venâncio Aires;255;7;71554
44007;TO;Tocantinópolis;255;5;22870
44008;ES;Castelo;254;5;37534
44008;CE;Alcântaras;253;2;11714
44008;PA;São Sebastião da Boa Vista;253;8;26640
44008;AM;Japurá;252;1;2755
44008;RJ;São João da Barra;252;7;36102
44007;RR;Mucajaí;252;3;17853
44008;SC;Jaraguá do Sul;251;4;177697
44007;MS;Guia Lopes da Laguna;251;2;9895
44008;MG;Patos de Minas;250;3;152488
44008;CE;Uruoca;249;3;13840
44003;PB;Juripiranga;249;4;10756
44008;AM;Jutaí;248;13;14317
44008;MA;Cantanhede;248;1;21995
44008;PA;Mojuí dos Campos;248;8;16084
44008;MG;Leopoldina;247;4;52587
44008;MG;Paracatu;247;1;93158
44008;PA;Quatipuru;246;9;13608
44008;AM;Santa Isabel do Rio Negro;245;2;25156
44008;CE;Várzea Alegre;245;6;40721
44008;PA;São Domingos do Araguaia;244;4;25557
44008;SC;Lages;244;0;157544
44008;MA;Turilândia;243;2;25619
44008;SP;Cabreúva;243;14;49707
44007;TO;Porto Nacional;243;4;53010
44008;AL;Santana do Ipanema;242;7;47654
44008;SE;Umbaúba;242;11;25294
44008;AL;Murici;241;8;28236
44008;CE;Jaguaribe;241;11;34682
44007;MS;Três Lagoas;241;5;121388
44008;BA;Itajuípe;240;3;20491
44008;SP;Cordeirópolis;240;5;24528
44007;AC;Senador Guiomard;240;5;23024
44006;RO;Cacoal;240;2;85359
44008;AL;Jequiá da Praia;239;4;11580
44008;MA;Nova Olinda do Maranhão;239;2;20928
44008;MG;Lagoa da Prata;239;1;52165
44008;MG;Araxá;238;4;106229
44008;PI;Bom Jesus;238;0;25179
44008;CE;Acopiara;236;16;54270
44008;CE;Santana do Acaraú;236;19;32452
44008;CE;Varjota;236;5;18420
44008;MA;Carutapera;236;14;23807
44008;SP;Itapetininga;236;15;163901
44007;PR;Foz do Iguaçu;236;5;258532
44008;BA;Uruçuca;235;14;20519
44008;SP;Mairiporã;235;25;100179
44007;RR;São João da Baliza;234;2;8201
44003;PB;Ingá;234;2;18103
44008;RS;Pelotas;233;2;342405
44008;GO;Cidade Ocidental;232;5;71376
44008;MA;Mata Roma;232;5;16829
44008;RJ;Paraty;232;11;43165
44008;SP;Monte Mor;232;5;59772
44007;PR;Cornélio Procópio;232;14;47845
44007;PR;Piraquara;232;9;113036
44008;CE;Ibicuitinga;231;6;12525
44007;AC;Porto Acre;231;6;18504
44008;PE;Carpina;230;35;83641
44008;PI;Buriti dos Lopes;230;3;19781
44007;PR;Campo Largo;230;5;132002
44008;ES;Presidente Kennedy;228;5;11574
44008;MA;Sítio Novo;228;1;18081
44008;SP;Campo Limpo Paulista;228;30;84650
44008;BA;Dias d'Ávila;227;7;81089
44008;RJ;Saquarema;227;19;89170
44007;PR;Colombo;227;8;243726
44008;BA;Catu;226;2;54704
44008;MA;Lago Verde;226;1;16257
44008;MA;Pirapemas;226;1;18625
44008;PI;União;226;6;44485
44008;MG;Santa Luzia;224;5;219134
44008;AM;Manaquiri;223;12;32105
44008;CE;São Benedito;223;5;47903
44008;MG;Montes Claros;223;3;409341
44008;PA;Soure;223;8;25374
44008;CE;Barreira;222;15;22425
44008;SP;Pirassununga;222;2;76409
44007;RR;Importados/Indefinidos;222;1;
44008;MA;Monção;220;11;33434
44008;MA;São Bento;220;3;45211
44008;PA;Santa Bárbara do Pará;220;10;21079
44007;PR;Paranaguá;220;5;154936
44008;ES;Piúma;219;5;21711
44008;MA;São Pedro da Água Branca;219;1;12690
44008;MA;Viana;218;6;52441
44008;PE;Barreiros;218;21;42659
44008;SP;Franca;217;8;353187
44007;MS;Fátima do Sul;217;1;19189
44008;CE;Guaiúba;216;23;26064
44008;MA;Capinzal do Norte;216;0;10934
44008;MA;Rosário;216;7;42740
44007;AC;Xapuri;216;3;19323
44008;AL;Olho d'Água das Flores;215;4;21688
44008;AM;Juruá;215;2;14712
44008;SP;Boituva;215;7;60997
44008;SP;Porto Feliz;215;3;53098
44008;CE;Moraújo;214;3;8724
44008;ES;Mimoso do Sul;214;2;26153
44007;RR;Alto Alegre;214;5;15510
44008;ES;Venda Nova do Imigrante;213;2;25277
44008;PA;Baião;213;9;47446
44007;TO;Nova Olinda;213;9;11819
44008;AM;São Sebastião do Uatumã;212;1;14020
44008;MT;Cáceres;212;8;94376
44008;RS;Estrela;212;2;34116
44008;AM;Novo Airão;211;6;19454
44008;CE;Icapuí;210;6;19934
44008;PE;Escada;209;26;68875
44008;SP;Birigui;209;8;123638
44008;BA;Itaberaba;208;7;64489
44008;MA;Joselândia;208;0;16168
44008;PE;Sirinhaém;207;15;45865
44008;PI;Água Branca;207;13;17411
44008;SE;Propriá;207;4;29626
44008;PE;São José da Coroa Grande;206;9;21298
44008;SP;Capivari;206;0;55768
44007;TO;Colinas do Tocantins;206;3;35424
44008;AL;Craíbas;205;1;24219
44008;CE;Ibiapina;205;7;24997
44008;MA;Buriti;205;0;28678
44008;PA;Cachoeira do Piriá;205;0;33900
44007;TO;Gurupi;205;5;86647
44008;MG;Timóteo;204;3;89842
44008;PE;Itapissuma;204;21;26651
44008;PI;Uruçuí;204;5;21558
44008;BA;São Francisco do Conde;203;3;39802
44008;MA;Brejo;203;8;36397
44008;MA;Porto Franco;203;5;23885
44007;PR;Importados/Indefinidos;203;13;
44008;CE;Ipu;202;6;41964
44008;CE;Mauriti;202;7;47962
44008;MA;Buritirana;202;4;15430
44008;MA;São João do Carú;201;3;15808
44008;CE;Marco;200;9;27361
44008;CE;Tururu;200;14;16271
44008;MA;Cidelândia;200;0;14697
44008;MA;Matinha;200;1;23370
44008;GO;Santa Helena de Goiás;199;2;38648
44008;PA;Brasil Novo;199;2;15086
44008;PE;Bezerros;199;11;60798
44008;PE;Gravatá;199;16;84074
44008;AM;Maraã;198;2;18224
44008;SE;Itaporanga d'Ajuda;198;12;34356
44008;AL;Delmiro Gouveia;197;5;52016
44008;RS;São Gabriel;197;8;62105
44008;SP;Salto;197;6;118663
44008;GO;Catalão;196;4;108823
44008;GO;Inhumas;196;1;52866
44008;MA;Apicum-Açu;196;2;17239
44007;TO;Paraíso do Tocantins;196;7;51252
44008;AM;Manicoré;195;4;55751
44008;PE;São Bento do Una;195;13;59504
44003;PB;Esperança;195;1;33007
44008;AL;Piaçabuçu;194;4;17827
44008;CE;Ipueiras;194;6;38166
44008;PA;Vigia;194;19;53686
44008;RJ;Quissamã;194;2;24700
44007;PR;Fazenda Rio Grande;194;10;100209
44008;BA;Serrinha;193;3;80861
44008;MA;João Lisboa;193;3;23632
44008;PA;Primavera;193;7;10825
44008;PE;Araripina;193;3;84418
44007;AC;Feijó;193;5;34780
44008;MA;Vitória do Mearim;192;2;32764
44008;CE;Quixelô;191;3;16178
44008;PA;Bujaru;191;18;29132
44008;SP;Mogi Mirim;191;7;93189
44008;GO;Trindade;190;9;127599
44008;MT;Barra do Garças;190;9;61012
44008;SE;Simão Dias;189;8;40484
44008;SP;Vargem Grande Paulista;189;14;52597
44007;RN;Baraúna;189;9;28374
44008;CE;Quixeré;188;5;22149
44008;PI;Miguel Alves;188;4;33760
44007;TO;Araguatins;188;16;35761
44008;SP;Cosmópolis;187;5;72252
44008;SP;Pariquera-Açu;187;5;19648
44008;SP;Rio Grande da Serra;187;10;50846
44008;CE;Choró;186;4;13521
44008;CE;Umirim;186;19;19825
44008;MA;Davinópolis;185;6;12908
44008;PA;Melgaço;185;7;27654
44007;AC;Acrelândia;185;3;15256
44008;AM;Boa Vista do Ramos;184;2;19207
44008;CE;Banabuiú;184;1;18197
44008;ES;Sooretama;184;5;30070
44008;PA;Bagre;184;7;30673
44008;CE;Caridade;183;12;22547
44008;ES;Barra de São Francisco;183;6;44650
44008;RJ;Iguaba Grande;183;20;28310
44008;RS;Serafina Corrêa;183;1;17502
44008;PA;Cumaru do Norte;182;4;13473
44008;BA;Pojuca;181;2;39519
44008;CE;Guaraciaba do Norte;181;4;40642
44008;CE;Irauçuba;181;13;24156
44008;ES;Baixo Guandu;181;7;30998
44008;MA;Penalva;181;5;38470
44008;MA;Santa Rita;180;5;37855
44008;PA;Breu Branco;180;14;66046
44008;RJ;Valença;180;7;76523
44008;RS;Rio Grande;180;2;211005
44008;CE;Mucambo;179;3;14537
44008;PI;Luís Correia;179;7;30311
44008;RJ;São Francisco de Itabapoana;179;11;42205
44008;ES;Santa Maria de Jetibá;178;7;40431
44008;MG;Caratinga;178;6;92062
44008;MG;São João del Rei;178;4;90082
44008;PA;Bonito;178;6;16286
44008;SE;Capela;178;6;34213
44008;SP;Louveira;178;6;48885
44007;TO;Guaraí;178;5;25923
44008;MG;Sabará;177;3;136344
44008;SC;Três Barras;177;0;19275
44008;AL;Messias;176;7;17856
44008;CE;Orós;176;2;21427
44008;RJ;Armação dos Búzios;176;5;33870
44008;RJ;Piraí;176;6;29277
44008;BA;Iguaí;175;1;26916
44008;CE;Forquilha;175;13;24218
44008;PE;Aliança;175;17;38386
44008;SC;Braço do Norte;175;2;33450
44008;SP;Atibaia;175;11;142761
44008;MA;Água Doce do Maranhão;174;3;12571
44008;MA;Humberto de Campos;174;3;28717
44008;AL;Anadia;173;1;17545
44008;BA;Luís Eduardo Magalhães;173;0;87519
44008;CE;Icó;173;3;68018
44008;ES;Santa Teresa;173;6;23590
44008;MA;Governador Edison Lobão;173;4;18296
44008;PI;Oeiras;173;2;37029
44008;SC;Biguaçu;173;3;68481
44007;TO;Augustinópolis;173;4;18412
44008;AL;Passo de Camaragibe;172;4;15245
44008;ES;Iúna;172;9;29161
44008;PA;Curralinho;172;7;34448
44008;PE;Condado;172;21;26421
44008;SC;Ipuaçu;172;3;7514
44008;CE;Nova Russas;171;12;32328
44008;MA;Governador Archer;171;0;10840
44008;MT;Campo Novo do Parecis;171;1;35360
44008;PA;Conceição do Araguaia;171;4;47864
44008;RJ;Japeri;171;18;104768
44008;AL;Pão de Açúcar;170;1;24399
44008;MT;Querência;170;5;17479
44008;RJ;Conceição de Macabu;170;1;23228
44008;RJ;São José do Vale do Rio Preto;170;11;21795
44008;SP;Guariba;170;2;40105
44008;SP;Morro Agudo;170;4;32968
44008;CE;Madalena;169;10;19691
44008;SC;Tijucas;169;3;38407
44007;PR;Paranavaí;169;7;88374
44008;ES;Rio Novo do Sul;168;5;11622
44008;MA;Bequimão;168;9;21280
44008;RS;Esteio;168;7;83202
44008;RS;Palmeira das Missões;168;4;33303
44008;CE;Brejo Santo;167;5;49477
44008;MG;Sete Lagoas;167;2;239639
44008;PE;Chã Grande;167;11;21698
44008;PE;Cupira;167;11;24107
44008;SP;Assis;167;8;104386
44007;RN;Goianinha;167;2;26328
44003;PB;Cruz do Espírito Santo;166;11;17319
44007;TO;Darcinópolis;165;1;6097
44008;AL;Batalha;164;3;18232
44008;MA;Duque Bacelar;164;3;11349
44008;PA;São João de Pirabas;164;15;23045
44008;AP;Itaubal;163;0;5503
44008;BA;Madre de Deus;163;2;21093
44008;MG;Ibirité;163;3;180204
44008;MG;Vazante;163;0;20590
44008;PE;Passira;163;9;28933
44008;RS;Santo Ângelo;163;14;77593
44007;RN;Guamaré;163;5;15659
44006;RO;Nova Mamoré;162;5;30583
44006;RO;Ouro Preto do Oeste;162;3;36035
44008;MA;Icatu;161;4;27113
44008;PE;Lagoa dos Gatos;161;3;16290
44008;RS;Campo Bom;161;7;66712
44008;SC;Bombinhas;161;0;19769
44008;AM;Silves;160;4;9171
44008;ES;João Neiva;160;5;16668
44008;SP;Piedade;160;10;55348
44008;MG;Brumadinho;159;0;40103
44008;PA;Muaná;159;11;40349
44008;SP;Itapira;159;11;74773
44008;AP;Pracuúba;158;2;5120
44008;ES;Pancas;158;2;23184
44008;MA;Belágua;158;0;7469
44008;MA;Campestre do Maranhão;158;1;14374
44008;MA;São Francisco do Brejão;158;0;11798
44008;MG;Janaúba;158;5;71648
44008;PA;Nova Ipixuna;158;3;16678
44008;PA;Santa Maria do Pará;158;15;24861
44008;RS;Osório;158;2;45994
44008;SP;Itanhaém;158;24;101816
44008;SP;Itatiba;158;5;120858
44008;SP;Pederneiras;158;3;46687
44003;PB;Belém;158;2;17676
44003;PB;Riachão do Bacamarte;158;0;4521
44008;CE;Pacoti;157;5;12261
44008;PI;Floriano;157;5;59935
44008;RJ;Natividade;157;1;15317
44008;SP;Santa Cruz do Rio Pardo;157;2;47673
44003;PB;Araçagi;157;2;16987
44008;AL;Penedo;156;4;63683
44008;GO;São Simão;156;2;20645
44008;PA;Itupiranga;156;6;53269
44008;PA;Trairão;156;2;18989
44008;PE;Tamandaré;156;9;23388
44008;SC;Indaial;156;2;69425
44007;RN;Nova Cruz;156;11;37343
44008;PA;Terra Alta;155;9;11720
44008;SP;Ilhabela;155;2;34970
44008;SP;Lins;155;9;78013
44008;SP;São Roque;155;9;91016
44008;BA;Brumado;154;2;67195
44008;CE;Palmácia;154;4;13322
44008;MG;Ouro Preto;154;2;74281
44008;PE;Agrestina;154;11;24885
44008;RS;Viamão;154;13;255224
44008;SP;Pirapora do Bom Jesus;154;3;18895
44008;RS;Tapejara;153;1;24111
44008;SP;Iracemápolis;153;3;24235
44008;SP;Pontal;153;8;49961
44008;AL;Colônia Leopoldina;152;3;21698
44008;SP;Jales;152;1;49107
44008;SP;Pindamonhangaba;152;9;168328
44007;MS;Chapadão do Sul;152;0;25218
44008;MA;Anajatuba;151;6;26803
44008;RJ;Sapucaia;151;14;18228
44007;AC;Bujari;151;3;10266
44008;BA;Araci;150;1;54379
44008;PE;Quipapá;150;1;26037
44007;PR;Coronel Domingos Soares;150;0;7497
44008;BA;Paulo Afonso;149;2;117782
44008;MA;Arame;149;4;32701
44008;RS;Ijuí;149;1;83475
44008;SC;Entre Rios;149;2;3203
44008;BA;Valente;148;3;28473
44008;PA;Eldorado do Carajás;148;4;33808
44007;AC;Epitaciolândia;148;6;18411
44008;ES;Pedro Canário;147;4;26184
44008;MA;Arari;147;3;29848
44008;MG;Manhuaçu;147;3;90229
44007;AC;Assis Brasil;147;5;7417
44007;AC;Marechal Thaumaturgo;147;1;18867
44008;CE;Parambu;146;12;31521
44008;RJ;Italva;146;3;15207
44007;RN;Nísia Floresta;146;2;27602
44008;MT;Alta Floresta;145;3;51782
44008;SP;Igaratá;145;2;9534
44003;PB;Santa Luzia;145;4;15382
44008;AM;Caapiranga;144;4;13081
44008;AM;Nhamundá;144;4;21173
44008;RJ;São Fidélis;144;0;38669
44008;RS;Arroio do Meio;144;0;20805
44008;SP;Guaíra;144;2;40790
44007;AC;Santa Rosa do Purus;144;1;6540
44008;BA;São Sebastião do Passé;143;4;44300
44008;MA;Presidente Sarney;143;6;18918
44008;PA;Rondon do Pará;143;13;52357
44008;PE;Glória do Goitá;143;18;30604
44008;RS;Taquari;143;2;26862
44008;SC;Itapema;143;2;65312
44008;AL;Major Isidoro;142;2;19804
44008;BA;Teofilândia;142;0;22518
44008;CE;Frecheirinha;142;4;14072
44008;MA;Turiaçu;142;2;35604
44008;SC;Penha;142;6;32531
44003;PB;Lucena;142;1;13080
44008;CE;Missão Velha;141;2;35393
44008;GO;Itumbiara;141;1;104742
44008;PE;Bom Conselho;141;4;48554
44008;PI;José de Freitas;141;4;39208
44008;RS;Santa Cruz do Sul;141;1;130416
44008;SP;Jaguariúna;141;4;57488
44008;AL;Maribondo;140;5;13264
44008;CE;Jaguaribara;140;2;11401
44008;MG;Três Corações;140;5;79482
44008;MG;Varginha;140;5;135558
44008;PA;Terra Santa;140;2;18769
44008;RS;Montenegro;140;1;65264
44008;SP;Caçapava;140;7;94263
44008;AM;Codajás;139;3;28637
44008;PA;Chaves;139;1;23717
44008;PE;Xexéu;139;11;14725
44008;MA;Santa Luzia do Paruá;138;2;25254
44007;RN;Currais Novos;138;2;44786
44008;MA;Olinda Nova do Maranhão;137;4;14701
44008;MA;Peri Mirim;137;1;14318
44008;SP;Mongaguá;137;4;56702
44008;CE;Itapiúna;136;5;20382
44008;MA;Miranda do Norte;136;4;28381
44008;MA;São Raimundo das Mangabeiras;136;1;18868
44008;MG;Além Paraíba;136;2;35362
44008;SP;Ibiúna;136;10;78878
44006;RO;Pimenta Bueno;136;3;36660
44008;BA;Mata de São João;135;1;46583
44008;MG;Formiga;135;1;67683
44008;MG;Poços de Caldas;135;5;167397
44008;RS;Guaporé;135;0;25727
44007;RN;Santa Cruz;135;2;39674
44008;CE;Campos Sales;134;2;27426
44008;MT;Colíder;134;2;33438
44008;MT;Nossa Senhora do Livramento;134;4;13216
44008;SP;Ibitinga;134;5;60033
44008;MA;Igarapé do Meio;133;4;14177
44008;MA;Senador La Rocque;133;7;14293
44007;PR;Campo Mourão;132;4;94859
44003;PB;Alagoa Nova;132;2;20849
44008;CE;Carnaubal;131;2;17606
44008;MG;Salinas;131;2;41527
44008;SE;Areia Branca;131;6;18542
44008;SP;Ubatuba;131;7;90799
44007;AC;Mâncio Lima;131;3;18977
44007;RR;Bonfim;131;4;12409
44003;PB;São José do Sabugi;131;1;4141
44003;PB;Solânea;131;0;26407
44008;BA;Mucuri;130;2;41748
44008;CE;Boa Viagem;130;10;54470
44008;ES;Alfredo Chaves;130;3;14601
44008;MG;Carangola;130;4;33000
44008;PA;Prainha;130;4;29866
44008;PE;Ribeirão;130;38;47415
44008;RJ;Carapebus;130;2;16301
44008;RS;Encantado;130;4;22706
44008;RS;Vacaria;130;6;66218
44008;SE;Moita Bonita;130;1;11335
44008;ES;Iconha;129;0;13860
44008;PE;Chã de Alegria;129;4;13518
44007;TO;São Miguel do Tocantins;129;6;12139
44008;AL;Flexeiras;128;2;12790
44008;CE;Graça;128;1;14399
44008;MT;Sapezal;128;2;25881
44008;PE;Importados/Indefinidos;128;28;
44008;SE;Maruim;128;7;17213
44008;SP;Mairinque;128;8;47150
44007;AC;Capixaba;128;5;11733
44007;MS;Paranaíba;128;2;42148
44007;RN;Pendências;128;7;15129
44003;PB;Puxinanã;128;0;13680
44003;PB;Remígio;128;2;19621
44008;SP;Amparo;127;7;72195
44008;SP;Campos do Jordão;127;1;52088
44007;RN;Caraúbas;127;0;20493
44007;RR;Caracaraí;127;1;21926
44008;BA;Santo Amaro;126;3;60069
44008;MA;Conceição do Lago-Açu;126;2;16237
44008;MA;Jenipapo dos Vieiras;126;2;16515
44008;MA;Lago dos Rodrigues;126;2;8873
44008;MA;Matões do Norte;126;0;16745
44008;MG;Jaboticatubas;126;3;20143
44008;RJ;Rio Claro;126;0;18529
44008;RS;Caçapava do Sul;126;2;33624
44008;RS;Cruz Alta;126;4;60299
44007;PR;Campina Grande do Sul;126;6;43288
44003;PB;Baía da Traição;126;3;8993
44008;AL;Santa Luzia do Norte;125;2;7296
44008;BA;Nova Viçosa;125;3;43376
44008;MG;Ubá;125;3;115552
44008;MT;Jaciara;125;2;27776
44008;SP;Tabapuã;125;5;12407
44007;PR;Arapongas;125;4;123027
44008;BA;Sobradinho;124;9;23191
44008;PA;Almeirim;124;10;34109
44008;PI;Batalha;124;4;26857
44008;RJ;Bom Jesus do Itabapoana;124;2;37096
44008;RS;Nova Prata;124;1;27257
44008;SP;Peruíbe;124;11;68284
44007;RN;Alto do Rodrigues;124;6;14529
44008;AL;Taquarana;123;1;19980
44008;AL;Viçosa;123;2;25733
44008;MA;Bacabeira;123;1;17055
44008;MA;Carolina;123;0;24322
44008;MT;Matupá;123;1;16566
44008;PE;Salgueiro;123;9;60930
44008;MA;Ribamar Fiquene;122;4;7791
44008;MG;Santa Bárbara;122;0;31324
44008;PE;Jataúba;122;4;17150
44008;AL;Coqueiro Seco;121;5;5845
44008;CE;Apuiarés;121;9;14600
44008;CE;Farias Brito;121;5;19450
44008;CE;Itaiçaba;121;5;7827
44008;MA;Montes Altos;121;1;9160
44008;PE;Toritama;121;3;45219
44008;RS;Sant'Ana do Livramento;121;2;77027
44008;SC;Imbituba;121;0;44853
44008;SC;Porto Belo;121;1;21388
44007;MS;São Gabriel do Oeste;121;0;26771
44008;ES;Boa Esperança;120;4;15037
44008;MA;Bom Lugar;120;0;16294
44008;SP;Orlândia;120;4;44028
44008;MA;Fortuna;119;0;15552
44008;PA;Santa Luzia do Pará;119;7;19848
44008;PI;Pimenteiras;119;1;12127
44007;TO;Sítio Novo do Tocantins;119;4;9029
44003;PB;Areia;119;1;22819
44008;ES;Guaçuí;118;6;30867
44008;ES;Pinheiros;118;6;27047
44008;PE;Sertânia;118;4;35907
44008;SP;Avaré;118;10;90655
44008;SP;Promissão;118;0;40432
44003;PB;Itapororoca;118;3;18664
44008;BA;Conceição do Jacuípe;117;0;33153
44008;BA;Ibicaraí;117;1;21689
44008;ES;Ibiraçu;117;4;12479
44008;MA;Guimarães;117;4;12030
44008;MT;Peixoto de Azevedo;117;1;34976
44008;PA;Cachoeira do Arari;117;9;23767
44008;PA;Nova Timboteua;117;1;15363
44008;PE;Altinho;117;3;22972
44008;PE;Nazaré da Mata;117;19;32471
44008;RJ;Miracema;117;0;27174
44007;PR;Almirante Tamandaré;117;2;118623
44007;PR;Cambé;117;5;106533
44007;TO;Aguiarnópolis;117;4;6733
44008;BA;Urandi;116;2;16658
44008;CE;Monsenhor Tabosa;116;3;17234
44008;PA;Placas;116;0;30982
44008;PA;Santana do Araguaia;116;3;72817
44008;RJ;Pinheiral;116;1;25156
44007;PR;Pato Branco;116;1;82881
44008;CE;São Luís do Curu;115;6;13000
44008;RJ;Laje do Muriaé;115;0;7355
44007;RN;João Câmara;115;2;34955
44008;AL;Cajueiro;114;5;21264
44008;MT;Pedra Preta;114;1;17626
44008;PA;Magalhães Barata;114;8;8548
44008;PA;Ourém;114;2;17842
44008;PA;Santarém Novo;114;3;6709
44008;PE;Gameleira;114;11;31052
44008;MA;Cajari;113;1;19379
44008;MG;Barão de Cocais;113;0;32485
44008;PE;Custódia;113;9;37111
44008;PE;Ilha de Itamaracá;113;3;26258
44008;SC;Canoinhas;113;0;54401
44008;SP;Américo Brasiliense;113;2;40504
44008;SP;Guararema;113;11;29798
44007;RN;Macau;113;12;31814
44008;AL;Joaquim Gomes;112;7;23993
44008;BA;Senhor do Bonfim;112;1;79015
44008;CE;Cariús;112;2;18699
44008;GO;Goianésia;112;4;70084
44008;GO;Quirinópolis;112;1;50065
44008;MA;Morros;112;4;19433
44008;MG;Mantena;112;4;27644
44008;PA;Óbidos;112;5;52137
44008;RJ;Cardoso Moreira;112;0;12823
44008;SP;Nova Odessa;112;9;60174
44007;RR;Amajari;112;4;12796
44008;BA;Poções;111;2;46871
44008;PE;Vicência;111;8;32643
44008;SP;São Joaquim da Barra;111;0;51888
44007;PR;Medianeira;111;0;46198
44003;PB;Gurinhém;111;1;14129
44003;PB;Pilõezinhos;111;0;4976
44008;AL;Paulo Jacinto;110;4;7564
44008;CE;Caririaçu;110;3;26965
44008;CE;Tamboril;110;2;26251
44008;ES;Ecoporanga;110;5;22923
44008;PA;Aveiro;110;2;16388
44008;SC;São Miguel do Oeste;110;0;40482
44008;SE;Malhador;110;7;12618
44008;SP;Olímpia;110;3;54772
44007;RN;Santo Antônio;110;7;24136
44008;AL;Lagoa da Canoa;109;3;17852
44008;MA;Senador Alexandre Costa;109;0;11141
44008;MA;Serrano do Maranhão;109;1;10253
44008;PE;São José do Belmonte;109;0;33959
44008;PE;Trindade;109;8;30521
44008;SC;São Bento do Sul;109;1;84507
44008;SC;Urussanga;109;5;21268
44008;SE;Nossa Senhora das Dores;109;7;26629
44008;SP;Barra Bonita;109;3;36126
44008;GO;Iporá;108;2;31531
44003;PB;Pombal;108;0;32801
44008;MT;Vila Bela da Santíssima Trindade;107;3;16128
44008;SP;Salto de Pirapora;107;5;45422
44003;PB;Massaranduba;107;0;13918
44008;MG;Curvelo;106;0;80129
44008;PE;João Alfredo;106;15;33822
44008;RJ;Silva Jardim;106;4;21774
44008;SC;Rio do Sul;106;1;71061
44008;SE;Laranjeiras;106;4;29826
44003;PB;Catolé do Rocha;106;5;30546
44008;BA;Conceição do Coité;105;0;66612
44008;CE;Solonópole;105;2;18324
44008;MT;Importados/Indefinidos;105;10;
44008;PE;Lajedo;105;5;40288
44003;PB;Itatuba;105;1;10962
44008;MA;Raposa;104;11;30761
44008;MG;Campo Belo;104;2;54029
44008;MT;Porto Esperidião;104;4;12017
44008;PE;Lagoa de Itaenga;104;6;21429
44008;SC;Palmitos;104;4;16169
44008;SE;Tobias Barreto;104;7;52191
44008;SP;Estrela d'Oeste;104;3;8419
44007;MS;Ponta Porã;104;2;92526
44008;MT;Guarantã do Norte;103;1;35816
44008;RS;Bagé;103;0;121143
44008;RS;Cruzeiro do Sul;103;4;12348
44008;SP;São Pedro;103;3;35653
44007;MS;Douradina;103;1;5924
44007;MS;Itaporã;103;3;24839
44007;RN;Monte Alegre;103;2;22451
44003;PB;Mulungu;103;1;9902
44008;MG;Mutum;102;0;26979
44008;SC;Araranguá;102;3;68228
44008;ES;Alegre;101;6;30084
44008;PE;Dormentes;101;0;18908
44008;PE;São Joaquim do Monte;101;9;21356
44008;SC;Balneário Piçarras;101;1;23147
44003;PB;Serra Redonda;101;0;7041
44008;MA;Bela Vista do Maranhão;100;1;11209
44008;MA;Governador Eugênio Barros;100;0;16828
44008;MA;Paulino Neves;100;1;16035
44008;PE;Bonito;100;11;38134
44008;PE;Tabira;100;4;28534
44008;PI;Cocal;100;2;27787
44008;RS;Frederico Westphalen;100;2;31313
44008;SP;Serrana;100;10;45107
44003;PB;Caiçara;100;1;7201
44008;AL;Limoeiro de Anadia;99;2;28635
44008;CE;Assaré;99;2;23417
44008;CE;Hidrolândia;99;5;19978
44008;MA;Paraibano;99;1;21386
44008;RS;Guaíba;99;7;98143
44008;SC;São Ludgero;99;1;13410
44008;SP;Jarinu;99;14;30044
44008;SP;Miracatu;99;7;19779
44007;PR;Francisco Beltrão;99;3;91093
44003;PB;Pilar;99;1;11917
44008;AL;Importados/Indefinidos;98;7;
44008;BA;Santa Bárbara;98;0;20791
44008;ES;Muqui;98;5;15449
44008;GO;Padre Bernardo;98;1;33835
44008;SC;Gaspar;98;3;69639
44008;SP;Lorena;98;5;88706
44006;RO;Buritis;98;2;39654
44008;CE;Catunda;97;1;10342
44008;CE;General Sampaio;97;4;7618
44008;PA;Maracanã;97;12;29473
44008;RS;Cachoeira do Sul;97;0;82201
44008;SP;Juquitiba;97;4;31444
44008;SP;São João da Boa Vista;97;5;91211
44008;MG;Conselheiro Lafaiete;96;1;128589
44008;PA;Goianésia do Pará;96;4;40475
44008;PA;Novo Repartimento;96;12;75919
44008;PI;Ribeiro Gonçalves;96;2;7341
44008;AL;São José da Tapera;95;2;32260
44008;ES;Marilândia;95;2;12833
44008;GO;Morrinhos;95;4;46136
44008;PE;Bom Jardim;95;12;39184
44008;PE;Ferreiros;95;7;12123
44008;SP;Guaratinguetá;95;3;121798
44006;RO;Itapuã do Oeste;95;0;10458
44008;BA;Itacaré;94;3;28296
44008;MA;Marajá do Sena;94;1;7792
44008;MG;Alvarenga;94;0;3907
44008;PE;Amaraji;94;15;22829
44008;PE;São Caitano;94;0;37245
44008;PI;Piracuruca;94;5;28791
44008;AL;Quebrangulo;93;1;11294
44008;CE;Aratuba;93;1;11847
44008;RJ;Itaocara;93;4;23234
44008;SP;Mirassol;93;4;59824
44007;PR;Apucarana;93;8;134996
44007;TO;Praia Norte;93;0;8432
44007;TO;Sampaio;93;2;4711
